"";"ID";"Age";"Gender";"Education";"Country";"Ethnicity";"NScore";"EScore";"OScore";"AScore";"CScore";"Alcohol";"Amphet";"Amyl";"Benzos";"Caff";"Cannabis";"Choc";"Cokes";"Crack";"Ecstasy";"Heroin";"Ketamine";"Legalh";"LSD";"Meth";"Mushrooms";"Nicotine";"Semer";"VSA";"alcohol_user";"ecstasy_user";"cannabis_user";"stimulating_user"
"1589";1592;"45-54";"Female";"Professional certificate/ diploma";"UK";"White";"Very Low";"Average";"Low";"High";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1590";1593;"45-54";"Female";"University degree";"UK";"White";"Very Low";"Average";"Low";"Average";"Average";"Used in Last Week";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";1;0;0;0
"1591";1594;"35-44";"Female";"Doctorate degree";"UK";"White";"Low";"Average";"Average";"Low";"Low";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1592";1595;"25-34";"Female";"University degree";"UK";"White";"Very Low";"Average";"Low";"Low";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1593";1596;"25-34";"Female";"University degree";"UK";"White";"Very Low";"Average";"Average";"Low";"Low";"Used in Last Week";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Week";"Used in Last Year";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Year";"Never Used";"Never Used";1;0;1;0
"1594";1597;"55-64";"Female";"Some college or university, no certificate or degree";"UK";"White";"Low";"Low";"Average";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"1595";1598;"35-44";"Female";"University degree";"UK";"White";"Very Low";"Low";"Low";"Average";"Low";"Used in Last Week";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"1596";1599;"25-34";"Female";"Masters degree";"UK";"White";"Very Low";"Average";"Very Low";"Low";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1597";1600;"25-34";"Female";"Professional certificate/ diploma";"UK";"White";"Very Low";"Average";"Low";"Average";"Low";"Used in Last Month";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Never Used";1;0;0;0
"1598";1601;"25-34";"Female";"Professional certificate/ diploma";"UK";"White";"Very Low";"Average";"Low";"Low";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"1599";1602;"25-34";"Male";"Masters degree";"UK";"White";"Low";"Low";"Average";"Low";"Average";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1600";1603;"55-64";"Female";"Masters degree";"UK";"White";"Low";"Low";"Average";"Low";"Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1601";1604;"25-34";"Female";"University degree";"UK";"White";"Low";"High";"High";"Average";"Low";"Used in Last Month";"Never Used";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1602";1605;"45-54";"Male";"Left school at 16 years";"UK";"White";"Very Low";"Average";"Average";"Average";"Average";"Used in Last Week";"Never Used";"Used in Last Decade";"Used in Last Decade";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"1603";1606;"25-34";"Female";"University degree";"UK";"Asian";"Very Low";"Average";"Very Low";"Low";"Low";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";0;0;0;0
"1604";1607;"35-44";"Female";"Professional certificate/ diploma";"UK";"White";"Very Low";"Average";"Average";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1605";1608;"35-44";"Female";"Masters degree";"UK";"White";"Very Low";"Low";"Average";"Low";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1606";1609;"25-34";"Male";"Some college or university, no certificate or degree";"USA";"White";"Very Low";"Very Low";"High";"Low";"Low";"Used in Last Year";"Used in Last Week";"Used in Last Week";"Used in Last Week";"Used in Last Week";"Used in Last Year";"Used in Last Month";"Used in Last Year";"Used in Last Year";"Used in Last Week";"Used in Last Decade";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Decade";"Used in Last Year";"Used in Last Day";"Never Used";"Used over a Decade Ago";1;1;1;1
"1607";1610;"25-34";"Female";"University degree";"UK";"White";"Very Low";"Very Low";"Very Low";"Average";"Average";"Used in Last Month";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1608";1611;"45-54";"Female";"University degree";"UK";"White";"Low";"Low";"Low";"Average";"Low";"Used in Last Week";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1609";1612;"25-34";"Female";"University degree";"UK";"White";"Very Low";"Low";"Low";"Average";"Average";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1610";1613;"35-44";"Female";"University degree";"UK";"Mixed-White/Black";"Low";"Average";"Low";"Average";"Low";"Used in Last Week";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Year";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";1;0;0;0
"1611";1614;"25-34";"Male";"Some college or university, no certificate or degree";"UK";"White";"Very Low";"Average";"Average";"Very Low";"Average";"Used in Last Month";"Used over a Decade Ago";"Used in Last Decade";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Used in Last Year";"Never Used";"Used in Last Month";"Never Used";"Never Used";"Used in Last Year";"Used over a Decade Ago";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Used over a Decade Ago";1;1;0;1
"1612";1615;"35-44";"Female";"Doctorate degree";"UK";"White";"Very Low";"Low";"Average";"Average";"High";"Used in Last Week";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1613";1616;"55-64";"Male";"Professional certificate/ diploma";"UK";"White";"Low";"Very Low";"Low";"Average";"Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1614";1617;"25-34";"Male";"Masters degree";"UK";"White";"Low";"Low";"Average";"Average";"Low";"Used in Last Week";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Used over a Decade Ago";"Used in Last Year";"Never Used";"Never Used";1;0;0;0
"1615";1618;"45-54";"Male";"Professional certificate/ diploma";"UK";"White";"Low";"Low";"Low";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Used in Last Month";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1616";1619;"25-34";"Male";"Some college or university, no certificate or degree";"USA";"White";"Low";"Low";"Average";"Low";"Low";"Used in Last Week";"Used in Last Month";"Never Used";"Used in Last Week";"Used in Last Day";"Used in Last Day";"Used in Last Month";"Used in Last Year";"Used over a Decade Ago";"Used in Last Decade";"Used in Last Year";"Used over a Decade Ago";"Used in Last Decade";"Used in Last Year";"Used in Last Month";"Used in Last Year";"Used in Last Day";"Never Used";"Never Used";1;0;1;1
"1617";1620;"45-54";"Male";"Professional certificate/ diploma";"UK";"White";"Low";"Low";"Low";"Low";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1618";1621;"25-34";"Male";"University degree";"UK";"Black";"Average";"Low";"Low";"Low";"Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"1619";1622;"35-44";"Male";"Professional certificate/ diploma";"UK";"White";"Very Low";"Low";"Average";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1620";1623;"35-44";"Male";"University degree";"UK";"White";"Low";"Very Low";"Low";"Average";"Low";"Used in Last Week";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1621";1624;"45-54";"Male";"Masters degree";"UK";"White";"Low";"Low";"Average";"Low";"Low";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"1622";1625;"35-44";"Male";"Some college or university, no certificate or degree";"UK";"White";"Very Low";"Low";"Average";"Low";"Low";"Used in Last Week";"Used over a Decade Ago";"Used in Last Decade";"Used in Last Year";"Used in Last Day";"Used in Last Year";"Used in Last Week";"Used in Last Decade";"Used over a Decade Ago";"Used in Last Decade";"Never Used";"Used in Last Decade";"Never Used";"Used over a Decade Ago";"Used in Last Decade";"Used in Last Decade";"Used in Last Decade";"Never Used";"Never Used";1;0;1;0
"1623";1626;"35-44";"Female";"Professional certificate/ diploma";"UK";"White";"Very Low";"Low";"Low";"Average";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"1624";1627;"25-34";"Female";"Professional certificate/ diploma";"UK";"White";"Very Low";"Low";"Low";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1625";1628;"25-34";"Female";"Masters degree";"UK";"White";"Very Low";"Average";"Low";"Low";"Average";"Used in Last Month";"Used over a Decade Ago";"Never Used";"Used in Last Year";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1626";1629;"25-34";"Female";"Masters degree";"UK";"White";"Low";"Low";"Average";"Average";"Low";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1627";1630;"45-54";"Female";"Professional certificate/ diploma";"UK";"White";"Low";"Low";"Low";"Average";"Average";"Used in Last Decade";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";0;0;0;0
"1628";1631;"35-44";"Female";"University degree";"UK";"White";"Very Low";"Low";"Average";"Low";"Very Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1629";1632;"35-44";"Female";"Professional certificate/ diploma";"UK";"White";"Very Low";"Low";"Average";"High";"Average";"Used in Last Week";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Month";"Never Used";"Never Used";1;0;0;0
"1630";1633;"35-44";"Male";"Professional certificate/ diploma";"Canada";"White";"Average";"Low";"Low";"Low";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Day";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Never Used";1;0;1;0
"1631";1634;"45-54";"Female";"Professional certificate/ diploma";"UK";"Black";"Very Low";"Low";"Low";"Low";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1632";1635;"18-24";"Female";"Left school at 18 years";"UK";"White";"Low";"Very Low";"Low";"Low";"Low";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1633";1636;"55-64";"Male";"Left school before 16 years";"UK";"White";"Very Low";"Low";"Very Low";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1634";1637;"45-54";"Female";"Professional certificate/ diploma";"UK";"White";"Low";"Low";"Very Low";"Low";"Low";"Used in Last Month";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Year";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"1635";1638;"18-24";"Male";"Some college or university, no certificate or degree";"USA";"White";"Average";"Very Low";"Average";"Very Low";"Very Low";"Used in Last Week";"Used in Last Day";"Never Used";"Never Used";"Used in Last Day";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Month";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Used in Last Week";1;0;1;1
"1636";1639;"45-54";"Female";"Left school at 16 years";"UK";"White";"Low";"Low";"Low";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1637";1640;"45-54";"Female";"Professional certificate/ diploma";"UK";"White";"Low";"Low";"Low";"Low";"Low";"Used in Last Day";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"1638";1641;"35-44";"Female";"Professional certificate/ diploma";"UK";"White";"Low";"Low";"Low";"Average";"Low";"Used in Last Day";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1639";1642;"45-54";"Female";"Professional certificate/ diploma";"UK";"White";"Average";"Low";"Average";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Used in Last Month";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1640";1643;"25-34";"Female";"Masters degree";"UK";"White";"Very Low";"Low";"Low";"Low";"Average";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1641";1644;"45-54";"Female";"Professional certificate/ diploma";"UK";"White";"Low";"Very Low";"Average";"Average";"Low";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1642";1645;"25-34";"Female";"Masters degree";"UK";"White";"Very Low";"Low";"Low";"Average";"Low";"Used in Last Year";"Never Used";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1643";1646;"45-54";"Male";"Left school at 16 years";"UK";"White";"Low";"Average";"Low";"Low";"Low";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"1644";1647;"35-44";"Male";"Professional certificate/ diploma";"UK";"White";"Low";"Very Low";"Average";"Average";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1645";1648;"35-44";"Male";"Professional certificate/ diploma";"UK";"White";"Low";"Very Low";"Low";"Average";"Low";"Used in Last Week";"Never Used";"Used in Last Year";"Used in Last Decade";"Used in Last Day";"Used in Last Decade";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"1646";1649;"25-34";"Female";"Masters degree";"UK";"White";"Very Low";"Low";"Average";"Average";"Average";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1647";1650;"25-34";"Female";"University degree";"UK";"White";"Very Low";"Low";"Low";"Low";"Average";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";1;0;0;0
"1648";1651;"25-34";"Female";"University degree";"UK";"White";"Low";"Average";"Average";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Used in Last Year";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Never Used";1;0;1;0
"1649";1652;"55-64";"Male";"Some college or university, no certificate or degree";"USA";"White";"Very Low";"Very Low";"Low";"Very Low";"Low";"Used in Last Month";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Day";"Used in Last Decade";"Used in Last Month";"Used over a Decade Ago";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Used over a Decade Ago";1;0;0;0
"1650";1653;"18-24";"Male";"University degree";"USA";"White";"Low";"Very Low";"Average";"Low";"Very Low";"Used in Last Week";"Never Used";"Never Used";"Used in Last Month";"Used in Last Week";"Used in Last Day";"Used in Last Week";"Used in Last Year";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Year";"Used in Last Year";"Never Used";"Used in Last Year";"Used in Last Day";"Never Used";"Used in Last Year";1;0;1;1
"1651";1654;"25-34";"Female";"Doctorate degree";"UK";"White";"Very Low";"Average";"Low";"Average";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1652";1655;"55-64";"Male";"Left school at 16 years";"UK";"White";"Low";"Low";"Low";"Very Low";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1653";1656;"35-44";"Female";"University degree";"UK";"White";"Very Low";"Average";"Very Low";"Average";"Average";"Used in Last Week";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"1654";1657;"18-24";"Female";"University degree";"UK";"White";"Average";"Very Low";"Low";"Low";"Low";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"1655";1658;"25-34";"Male";"Some college or university, no certificate or degree";"Canada";"White";"Very Low";"Low";"Low";"Low";"Average";"Used in Last Year";"Used in Last Year";"Never Used";"Used in Last Year";"Used in Last Week";"Used in Last Year";"Used in Last Week";"Used in Last Year";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Used in Last Week";"Never Used";"Never Used";1;0;1;1
"1656";1659;"18-24";"Male";"Professional certificate/ diploma";"UK";"White";"Very Low";"Average";"High";"Average";"Low";"Used in Last Month";"Used in Last Decade";"Never Used";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Year";"Used in Last Decade";"Never Used";"Used in Last Year";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Year";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";1;1;1;0
"1657";1660;"45-54";"Female";"University degree";"UK";"White";"Very Low";"Low";"Average";"Low";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
